plant_id,country,cement_type,process_type,capacity_tpd,commissioning_year,kiln_count,grinding_mills
GLOBAL_1780,USA,CEM III,Dry,5857.658243304474,1992,1,4
GLOBAL_1781,Turkey,CEM V,Semi-dry,7926.762122877425,1999,2,7
GLOBAL_1782,India,CEM III,Semi-dry,17029.930063634576,1990,2,6
GLOBAL_1783,Mexico,CEM III,Semi-dry,4703.912610433037,2015,3,6
GLOBAL_1784,Brazil,CEM IV,Wet,16710.48909629388,2001,2,6
GLOBAL_1785,Brazil,CEM III,Semi-dry,11690.453035152106,2003,2,2
GLOBAL_1786,Brazil,CEM III,Semi-dry,15481.56271268756,2014,3,6
GLOBAL_1787,USA,CEM II,Semi-dry,14558.539959005959,1997,3,1
GLOBAL_1788,USA,CEM I,Dry,4942.718412312701,1993,4,6
GLOBAL_1789,India,CEM IV,Dry,11807.441992243585,2017,2,1
GLOBAL_1790,Italy,CEM IV,Wet,17486.739903296755,1996,1,2
GLOBAL_1791,Germany,CEM IV,Dry,9210.208499236658,1999,2,4
GLOBAL_1792,Brazil,CEM II,Wet,19365.22463424302,1991,1,1
GLOBAL_1793,China,CEM III,Dry,9592.086901932644,2015,1,2
GLOBAL_1794,Russia,CEM I,Semi-dry,3712.927096689809,2003,1,6
GLOBAL_1795,China,CEM V,Dry,8399.258921475792,2005,4,2
GLOBAL_1796,Japan,CEM III,Wet,19082.345721420206,2006,3,6
GLOBAL_1797,China,CEM II,Dry,7074.69613745723,2011,3,7
GLOBAL_1798,Japan,CEM III,Semi-dry,17493.865037474196,1993,4,2
GLOBAL_1799,Turkey,CEM III,Wet,17743.762951955905,2008,3,4
GLOBAL_1800,Russia,CEM II,Semi-dry,7653.543962307261,1991,4,1
GLOBAL_1801,China,CEM IV,Semi-dry,2581.89550296201,1998,2,7
GLOBAL_1802,Turkey,CEM IV,Wet,14766.600274017546,2008,4,4
GLOBAL_1803,Mexico,CEM I,Semi-dry,6918.733681265735,2005,3,3
GLOBAL_1804,Germany,CEM I,Semi-dry,15875.548670893875,2014,3,6
GLOBAL_1805,Turkey,CEM IV,Dry,9410.442116948228,2007,2,1
GLOBAL_1806,Germany,CEM V,Semi-dry,10220.06810450981,2012,4,4
GLOBAL_1807,China,CEM III,Semi-dry,15780.2787282222,2010,2,1
GLOBAL_1808,Italy,CEM V,Semi-dry,8264.903290170929,2000,1,3
GLOBAL_1809,Turkey,CEM III,Semi-dry,9419.419561135375,1993,4,5
GLOBAL_1810,Russia,CEM IV,Wet,8147.618906622821,2014,2,6
GLOBAL_1811,China,CEM I,Dry,7979.469790268319,2021,2,6
GLOBAL_1812,Brazil,CEM I,Semi-dry,10992.98496112773,2019,3,2
GLOBAL_1813,USA,CEM V,Semi-dry,16367.189445521864,2015,4,6
GLOBAL_1814,Turkey,CEM I,Wet,7873.5979265287515,2023,1,6
GLOBAL_1815,Russia,CEM IV,Semi-dry,10960.839690216997,1998,1,4
GLOBAL_1816,Mexico,CEM V,Wet,13743.819183409416,2001,4,7
GLOBAL_1817,Brazil,CEM III,Dry,6119.349479769446,1991,4,6
GLOBAL_1818,Mexico,CEM I,Dry,6272.933293145458,1994,2,6
GLOBAL_1819,China,CEM II,Semi-dry,18734.84941344564,1994,3,3
GLOBAL_1820,USA,CEM I,Semi-dry,14747.156893290683,2011,3,7
GLOBAL_1821,Turkey,CEM III,Semi-dry,11966.54684824287,1994,3,3
GLOBAL_1822,Turkey,CEM V,Wet,13306.681033991628,1993,4,1
GLOBAL_1823,Italy,CEM III,Semi-dry,1556.6894189649488,1998,3,1
GLOBAL_1824,Italy,CEM II,Semi-dry,12743.95634567224,2018,2,6
GLOBAL_1825,China,CEM IV,Dry,10680.668591259837,2011,4,6
GLOBAL_1826,China,CEM I,Semi-dry,11369.243915809278,2016,4,2
GLOBAL_1827,USA,CEM V,Dry,7829.052709785525,1999,3,1
GLOBAL_1828,Italy,CEM IV,Semi-dry,2548.0040565458958,2005,1,4
GLOBAL_1829,Russia,CEM III,Dry,4673.445438628992,1999,1,6
GLOBAL_1830,Russia,CEM V,Semi-dry,19064.149551040762,1995,2,4
GLOBAL_1831,USA,CEM IV,Dry,8765.291683147745,1994,3,6
GLOBAL_1832,Russia,CEM V,Wet,9866.979960786419,1995,3,4
GLOBAL_1833,Japan,CEM II,Dry,2001.486007215341,2014,4,5
GLOBAL_1834,Germany,CEM II,Dry,1713.7583613356312,1993,4,4
GLOBAL_1835,USA,CEM I,Dry,14626.447493888396,2021,3,7
GLOBAL_1836,USA,CEM I,Semi-dry,11223.798618301114,1999,4,1
GLOBAL_1837,India,CEM II,Semi-dry,10665.413700109068,2023,3,6
GLOBAL_1838,Brazil,CEM V,Semi-dry,5619.366078030705,1995,2,1
GLOBAL_1839,Brazil,CEM II,Wet,15150.263900968523,2005,4,7
GLOBAL_1840,Japan,CEM I,Wet,4196.495003061345,2008,3,7
GLOBAL_1841,Italy,CEM II,Dry,4608.760129559381,2023,4,4
GLOBAL_1842,China,CEM II,Wet,9753.531255617234,2014,2,3
GLOBAL_1843,China,CEM V,Dry,6439.317380126877,2020,4,3
GLOBAL_1844,Mexico,CEM IV,Dry,5701.7966434297805,2006,3,7
GLOBAL_1845,Japan,CEM I,Dry,13259.515246513301,2019,4,3
GLOBAL_1846,USA,CEM V,Wet,13368.463159152345,2020,4,6
GLOBAL_1847,Japan,CEM II,Semi-dry,16665.824326198657,2008,3,2
GLOBAL_1848,Japan,CEM II,Wet,8936.462772486542,2018,1,5
GLOBAL_1849,Japan,CEM IV,Dry,2388.6167294968545,1990,4,4
GLOBAL_1850,Brazil,CEM I,Dry,6199.661313507696,1993,4,2
GLOBAL_1851,Japan,CEM I,Wet,19620.103800739522,2017,2,3
GLOBAL_1852,Germany,CEM III,Dry,12328.91292942134,2007,1,4
GLOBAL_1853,China,CEM I,Dry,14485.004611219385,2015,2,2
GLOBAL_1854,Mexico,CEM IV,Wet,1139.7987628828762,2008,3,1
GLOBAL_1855,Germany,CEM III,Wet,10845.908911467897,1995,3,3
GLOBAL_1856,Mexico,CEM III,Wet,1713.0444931042593,1990,2,2
GLOBAL_1857,India,CEM II,Dry,11815.374029737512,1997,4,6
GLOBAL_1858,Mexico,CEM II,Dry,18494.646143085432,2022,1,1
GLOBAL_1859,China,CEM I,Semi-dry,19399.963479507747,2010,2,3
GLOBAL_1860,China,CEM III,Semi-dry,11270.500832389558,2013,2,5
GLOBAL_1861,Japan,CEM II,Wet,9705.891299792103,2014,3,7
GLOBAL_1862,Turkey,CEM IV,Semi-dry,18955.324790721384,2008,4,3
GLOBAL_1863,India,CEM II,Dry,13798.586807937207,2018,1,6
GLOBAL_1864,USA,CEM II,Semi-dry,2233.0863112297798,1999,2,5
GLOBAL_1865,Russia,CEM III,Dry,9848.785975682453,2001,1,5
GLOBAL_1866,Mexico,CEM III,Wet,5564.655350821774,2022,1,5
GLOBAL_1867,Turkey,CEM V,Wet,9926.28210752495,1996,2,4
GLOBAL_1868,Japan,CEM IV,Dry,9653.845868120872,2006,1,4
GLOBAL_1869,Brazil,CEM III,Semi-dry,12060.751253480099,1999,3,7
GLOBAL_1870,USA,CEM I,Wet,7778.639316635774,2020,4,5
GLOBAL_1871,Italy,CEM IV,Wet,4121.138539662634,1995,4,7
GLOBAL_1872,Turkey,CEM IV,Semi-dry,10570.669257209169,2006,4,1
GLOBAL_1873,Brazil,CEM III,Semi-dry,16773.85480256948,2007,3,5
GLOBAL_1874,India,CEM IV,Dry,13616.232333284444,2015,3,2
GLOBAL_1875,Japan,CEM III,Semi-dry,7428.9894525791005,2005,3,5
GLOBAL_1876,USA,CEM II,Semi-dry,18774.937432418286,1997,4,4
GLOBAL_1877,USA,CEM V,Semi-dry,18331.94385373446,2013,1,4
GLOBAL_1878,USA,CEM II,Dry,4977.619588297877,2002,3,2
GLOBAL_1879,India,CEM III,Dry,1748.9341172868965,2018,2,2
GLOBAL_1880,Mexico,CEM III,Wet,15084.865458664483,2021,3,3
GLOBAL_1881,Italy,CEM II,Dry,16724.594965633914,2013,2,1
GLOBAL_1882,India,CEM I,Wet,19389.42675307575,2005,4,1
GLOBAL_1883,Russia,CEM I,Semi-dry,17906.891487677905,2000,2,1
GLOBAL_1884,Italy,CEM I,Wet,12410.160595921881,2021,3,6
GLOBAL_1885,China,CEM III,Wet,11070.994445035236,1995,3,4
GLOBAL_1886,Japan,CEM IV,Semi-dry,1528.9799739891396,2022,1,1
GLOBAL_1887,India,CEM III,Wet,5686.472490050779,2007,4,3
GLOBAL_1888,Brazil,CEM IV,Dry,9732.680282925603,2002,2,3
GLOBAL_1889,Italy,CEM II,Dry,12941.574101587788,1999,4,1
GLOBAL_1890,Russia,CEM V,Dry,11587.784833049802,2015,3,2
GLOBAL_1891,China,CEM IV,Dry,15110.08380395212,2006,1,3
GLOBAL_1892,Mexico,CEM I,Wet,6315.571686853777,1990,3,7
GLOBAL_1893,Brazil,CEM III,Wet,11734.099545396992,2014,3,2
GLOBAL_1894,Italy,CEM II,Semi-dry,2674.7026244250505,2023,3,7
GLOBAL_1895,Japan,CEM I,Wet,8859.644948080931,1999,2,4
GLOBAL_1896,Brazil,CEM II,Wet,15253.055826137419,2009,3,6
GLOBAL_1897,China,CEM V,Wet,14174.616215151837,1996,4,3
GLOBAL_1898,Brazil,CEM III,Semi-dry,19822.212006271402,2005,4,2
GLOBAL_1899,Germany,CEM III,Dry,6279.931393767364,2018,1,7
GLOBAL_1900,Turkey,CEM V,Wet,10465.596684305603,2001,4,1
GLOBAL_1901,Mexico,CEM III,Semi-dry,7261.077861705938,2006,3,7
GLOBAL_1902,China,CEM IV,Semi-dry,9371.45916712432,2009,3,7
GLOBAL_1903,Brazil,CEM II,Semi-dry,17282.052467518377,2015,4,4
GLOBAL_1904,Turkey,CEM I,Dry,13999.972428581246,2008,1,5
GLOBAL_1905,Turkey,CEM V,Wet,17766.38263560405,2001,1,5
GLOBAL_1906,Brazil,CEM IV,Semi-dry,4866.711058305843,2010,4,1
GLOBAL_1907,Japan,CEM I,Dry,17593.861238987323,2023,2,4
GLOBAL_1908,Germany,CEM I,Semi-dry,2135.4832093893037,1996,2,4
GLOBAL_1909,India,CEM V,Semi-dry,17883.386328305896,2004,2,4
GLOBAL_1910,Germany,CEM IV,Semi-dry,7252.40180975383,1990,2,4
GLOBAL_1911,Brazil,CEM I,Semi-dry,6977.165034867263,2015,4,5
GLOBAL_1912,Mexico,CEM I,Semi-dry,10729.682957274614,2014,1,2
GLOBAL_1913,India,CEM IV,Dry,18873.113566741402,2004,3,4
GLOBAL_1914,China,CEM III,Wet,1907.8459289467019,2011,3,2
GLOBAL_1915,Germany,CEM I,Wet,7692.388526344161,1995,4,7
GLOBAL_1916,Brazil,CEM II,Wet,17274.867784983377,2004,3,7
GLOBAL_1917,Germany,CEM IV,Wet,8525.03507127387,2013,2,4
GLOBAL_1918,India,CEM I,Dry,4783.981054344273,2010,1,3
GLOBAL_1919,Russia,CEM V,Dry,9071.089445296824,1996,4,6
GLOBAL_1920,Italy,CEM II,Dry,8325.497528341717,2018,1,3
GLOBAL_1921,Germany,CEM I,Semi-dry,18392.907827867366,2021,4,7
GLOBAL_1922,China,CEM II,Semi-dry,15476.753139118844,2021,4,6
GLOBAL_1923,China,CEM II,Semi-dry,10597.19555913612,1994,4,3
GLOBAL_1924,USA,CEM III,Wet,19779.040767709852,1993,4,4
GLOBAL_1925,Germany,CEM II,Semi-dry,9840.273094242542,2011,1,2
GLOBAL_1926,Italy,CEM III,Wet,2106.518785585229,2007,3,6
GLOBAL_1927,Japan,CEM IV,Semi-dry,5983.212114484713,2006,4,5
GLOBAL_1928,Turkey,CEM III,Wet,9285.33912416694,2013,2,1
GLOBAL_1929,Italy,CEM V,Semi-dry,3981.149858776282,1991,4,6
GLOBAL_1930,Turkey,CEM I,Semi-dry,19003.737400156817,2002,1,6
GLOBAL_1931,Turkey,CEM IV,Dry,15570.129058537688,2004,4,5
GLOBAL_1932,Russia,CEM IV,Semi-dry,6097.45680812768,1994,2,4
GLOBAL_1933,USA,CEM V,Semi-dry,12225.286136840401,1992,1,3
GLOBAL_1934,Italy,CEM III,Dry,14707.53398508187,1992,4,3
GLOBAL_1935,Italy,CEM I,Wet,18884.29964922916,2012,2,7
GLOBAL_1936,Russia,CEM III,Dry,17751.071634332802,2017,1,2
GLOBAL_1937,Germany,CEM II,Dry,10788.65229662606,2019,4,4
GLOBAL_1938,Germany,CEM III,Wet,15718.399776067334,2007,2,5
GLOBAL_1939,Germany,CEM IV,Semi-dry,11680.750322724114,2022,1,4
GLOBAL_1940,Mexico,CEM I,Wet,11501.373910865263,2015,4,4
GLOBAL_1941,Turkey,CEM III,Semi-dry,3180.097208425646,2006,1,3
GLOBAL_1942,Mexico,CEM I,Semi-dry,3396.615502306889,1996,2,5
GLOBAL_1943,USA,CEM I,Wet,11061.138685426691,1997,4,1
GLOBAL_1944,Russia,CEM II,Dry,6108.369354601125,2020,4,6
GLOBAL_1945,Italy,CEM II,Wet,1399.701146748904,2001,4,3
GLOBAL_1946,Turkey,CEM IV,Semi-dry,14733.944874104034,2020,2,5
GLOBAL_1947,Mexico,CEM V,Wet,1617.2453371131342,2008,3,2
GLOBAL_1948,Mexico,CEM I,Wet,12310.259980977036,1999,4,6
GLOBAL_1949,Brazil,CEM V,Semi-dry,11244.682088418973,2001,2,6
GLOBAL_1950,Mexico,CEM IV,Dry,19407.479120978285,2009,1,3
GLOBAL_1951,Japan,CEM I,Wet,10200.049647605192,1996,1,7
GLOBAL_1952,Italy,CEM I,Semi-dry,2208.42729117815,2003,2,2
GLOBAL_1953,Japan,CEM V,Semi-dry,11482.071388322773,2000,3,3
GLOBAL_1954,Italy,CEM III,Wet,16980.827241705927,1996,2,4
GLOBAL_1955,Russia,CEM II,Dry,19940.136401347358,2018,1,7
GLOBAL_1956,Italy,CEM III,Wet,9176.520300092378,1999,1,5
GLOBAL_1957,Japan,CEM V,Dry,7085.6761074381075,2018,4,2
GLOBAL_1958,Italy,CEM II,Dry,18226.41264208798,1998,3,6
GLOBAL_1959,Russia,CEM III,Dry,4633.600452446306,1999,2,3
GLOBAL_1960,Russia,CEM II,Dry,12693.149385625606,2008,1,6
GLOBAL_1961,USA,CEM I,Wet,8708.574059438008,2020,1,2
GLOBAL_1962,Italy,CEM III,Semi-dry,1780.5649341555504,2006,1,6
GLOBAL_1963,Brazil,CEM II,Semi-dry,7598.481011808258,1998,2,3
GLOBAL_1964,Germany,CEM II,Semi-dry,6039.341927550818,2022,2,7
GLOBAL_1965,China,CEM II,Semi-dry,14035.731924926251,2023,3,3
GLOBAL_1966,Russia,CEM III,Semi-dry,19027.019456146445,2013,4,1
GLOBAL_1967,India,CEM IV,Semi-dry,6092.896560194117,1998,4,6
GLOBAL_1968,Germany,CEM III,Wet,16417.852843881956,1996,4,1
GLOBAL_1969,Turkey,CEM V,Dry,2051.836521829781,2005,1,7
GLOBAL_1970,Italy,CEM III,Semi-dry,11224.29919075645,2008,4,1
GLOBAL_1971,Japan,CEM II,Wet,2340.451210487997,1995,1,6
GLOBAL_1972,China,CEM I,Semi-dry,18746.626831482146,2000,3,2
GLOBAL_1973,India,CEM III,Semi-dry,15560.674330590415,2001,1,4
GLOBAL_1974,Germany,CEM III,Dry,13501.048312887255,2002,3,7
GLOBAL_1975,Italy,CEM II,Dry,16654.031250868622,2001,3,3
GLOBAL_1976,USA,CEM I,Dry,13302.8761158331,2010,4,5
GLOBAL_1977,Turkey,CEM I,Semi-dry,19409.943546311533,1999,4,7
GLOBAL_1978,China,CEM V,Semi-dry,14565.201009430659,2009,1,1
GLOBAL_1979,Brazil,CEM III,Semi-dry,18568.51358206269,2017,2,2
GLOBAL_1980,USA,CEM I,Dry,10825.505948202122,2013,4,6
GLOBAL_1981,India,CEM I,Wet,3224.2238466553904,1994,4,2
GLOBAL_1982,China,CEM IV,Semi-dry,11035.376707037325,2001,2,2
GLOBAL_1983,USA,CEM IV,Semi-dry,3410.5837331987727,1991,2,6
GLOBAL_1984,Turkey,CEM I,Semi-dry,12257.376104351695,1998,4,5
GLOBAL_1985,Brazil,CEM V,Wet,10167.368150025595,2011,2,6
GLOBAL_1986,USA,CEM I,Semi-dry,12828.932558822853,1994,1,5
GLOBAL_1987,Mexico,CEM II,Wet,1190.8926400418004,2001,3,6
GLOBAL_1988,Brazil,CEM III,Semi-dry,4701.969341451918,1990,3,1
GLOBAL_1989,India,CEM V,Wet,10335.278206330488,2011,4,5
GLOBAL_1990,Turkey,CEM II,Semi-dry,19059.567670193563,2008,4,1
GLOBAL_1991,Italy,CEM V,Dry,8288.57176674801,2005,1,7
GLOBAL_1992,Japan,CEM II,Dry,9063.068495019059,2020,2,5
GLOBAL_1993,Japan,CEM III,Dry,14579.225691125821,1992,4,5
GLOBAL_1994,Japan,CEM III,Dry,12472.062388436243,2012,3,6
GLOBAL_1995,China,CEM IV,Semi-dry,6679.596851868331,2007,1,5
GLOBAL_1996,India,CEM II,Dry,8805.511515781127,2015,1,1
GLOBAL_1997,Turkey,CEM IV,Wet,5136.296178287416,2002,2,7
GLOBAL_1998,Brazil,CEM II,Dry,19354.407723473963,2007,4,6
GLOBAL_1999,China,CEM IV,Dry,3482.053249589835,1992,4,3
GLOBAL_2000,India,CEM III,Dry,8064.89890676197,2012,1,7
